DH_ElementCode,DH_Class,DH_Category,L1,L2,L3,W1,W2,W3,H,ETC,DH_Zone,DH_Part,ElementID
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,825950
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,825951
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,825952
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826218
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826219
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826220
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826221
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826222
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826223
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826224
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826225
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826226
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826227
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826228
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826229
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826230
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826231
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826232
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826233
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826234
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826235
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826236
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826237
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826238
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826239
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826240
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826241
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826242
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826243
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826244
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826245
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826246
C1,Body,기둥,0.30000000000000004,0,0,0.30000000000000004,0,0,4.949999999999998,0,수조부,기둥,826247
C1_ColNum,Body,기둥,0,0,0,0,0,0,0,5,수조부,기둥_열_개수,
C1_RowNum,Body,기둥,0,0,0,0,0,0,0,6,수조부,기둥_행_개수,
B3,Body,벽체,12.600000000000001,0,0,0.2,0,0,1.7,0,배관실,Hopper_벽체,825914
B3,Body,벽체,2.4999999999999996,0,0,0.2,0,0,1.7,0,배관실,Hopper_벽체,825915
B3,Body,벽체,5.599999999999996,0,0,0.2,0,0,1.7,0,배관실,Hopper_벽체,825916
B3,Body,벽체,2.4999999999999996,0,0,0.2,0,0,1.7,0,배관실,Hopper_벽체,825917
B3,Body,벽체,12.599999999999994,0,0,0.2,0,0,1.7,0,배관실,Hopper_벽체,825918
W1,Body,벽체,29.999999999999996,0,0,0.2,0,0,4.949999999999998,0,수조부,외벽_좌측,825904
W10,Body,벽체,4.999999999999999,0,0,0.2,0,0,2.6499999999999995,2.4999999999999996,배관실,전기실_벽체,825919
W2,Body,벽체,29.999999999999996,0,0,0.2,0,0,4.949999999999998,0,수조부,외벽_우측,825905
W3,Body,벽체,50.6,0,0,0.2,0,0,4.949999999999998,0,수조부,외벽_후면,825906
W4,Body,벽체,10.1,0,0,0.2,0,0,4.949999999999998,0,수조부,외벽_전면,825907
W4,Body,벽체,10.1,0,0,0.2,0,0,4.949999999999998,0,수조부,외벽_전면,825908
W5,Body,벽체,12.600000000000001,0,0,0.2,0,0,4.949999999999998,0,배관실,경계부_벽체,825909
W5,Body,벽체,12.599999999999994,0,0,0.2,0,0,4.949999999999998,0,배관실,경계부_벽체,825910
W5,Body,벽체,5.2,0,0,0.2,0,0,6.949999999999999,0,배관실,경계부_벽체,825920
W6,Body,벽체,27.5,0,0,0.2,0,0,4.949999999999998,0,수조부,내벽,825921
W6,Body,벽체,2.4999999999999996,0,0,0.2,0,0,6.949999999999999,0,수조부,내벽,825922
W7,Body,벽체,4.999999999999999,0,0,0.2,0,0,6.949999999999999,0,배관실,외벽_좌측,825911
W8,Body,벽체,4.999999999999999,0,0,0.2,0,0,6.949999999999999,0,배관실,외벽_우측,825913
W9,Body,벽체,30.400000000000002,0,0,0.2,0,0,6.949999999999999,0,배관실,외벽_전면,825912
G1,Body,보,3.9499999999999997,0,0,0.4,0,0,0.5,0,수조부,보,825954
G1,Body,보,4.1000000000000005,0,0,0.4,0,0,0.5,0,수조부,보,825956
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,825958
G1,Body,보,4.1000000000000005,0,0,0.4,0,0,0.5,0,수조부,보,825960
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,825962
G1,Body,보,4.1000000000000005,0,0,0.4,0,0,0.5,0,수조부,보,825964
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,825966
G1,Body,보,4.1000000000000005,0,0,0.4,0,0,0.5,0,수조부,보,825968
G1,Body,보,4.1000000000000005,0,0,0.4,0,0,0.5,0,수조부,보,825970
G1,Body,보,3.9499999999999997,0,0,0.4,0,0,0.5,0,수조부,보,825972
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,825974
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,825976
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,825978
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,825980
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,825982
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,825984
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,825986
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,825988
G1,Body,보,3.9499999999999997,0,0,0.4,0,0,0.5,0,수조부,보,825990
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,825992
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,825994
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,825996
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,825998
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826000
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826002
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826004
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826006
G1,Body,보,3.9499999999999997,0,0,0.4,0,0,0.5,0,수조부,보,826008
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826010
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826012
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826014
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826016
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826018
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826020
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826022
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826024
G1,Body,보,3.9499999999999997,0,0,0.4,0,0,0.5,0,수조부,보,826026
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826028
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826030
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826032
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826034
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826036
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826038
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826040
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826042
G1,Body,보,3.9499999999999997,0,0,0.4,0,0,0.5,0,수조부,보,826044
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826046
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826048
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826050
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826052
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826054
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826056
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826058
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826060
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826062
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826064
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826066
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826068
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826070
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826072
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826074
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826076
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826078
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826080
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826082
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826084
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826086
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826088
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826090
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826092
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826094
G1,Body,보,3.9499999999999997,0,0,0.4,0,0,0.5,0,수조부,보,826267
G1,Body,보,4.1000000000000005,0,0,0.4,0,0,0.5,0,수조부,보,826269
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826271
G1,Body,보,4.1000000000000005,0,0,0.4,0,0,0.5,0,수조부,보,826273
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826275
G1,Body,보,4.1000000000000005,0,0,0.4,0,0,0.5,0,수조부,보,826277
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826279
G1,Body,보,4.1000000000000005,0,0,0.4,0,0,0.5,0,수조부,보,826281
G1,Body,보,4.1000000000000005,0,0,0.4,0,0,0.5,0,수조부,보,826283
G1,Body,보,3.9499999999999997,0,0,0.4,0,0,0.5,0,수조부,보,826285
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826287
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826289
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826291
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826293
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826295
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826297
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826299
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826301
G1,Body,보,3.9499999999999997,0,0,0.4,0,0,0.5,0,수조부,보,826303
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826305
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826307
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826309
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826311
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826313
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826315
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826317
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826319
G1,Body,보,3.9499999999999997,0,0,0.4,0,0,0.5,0,수조부,보,826321
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826323
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826325
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826327
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826329
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826331
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826333
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826335
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826337
G1,Body,보,3.9499999999999997,0,0,0.4,0,0,0.5,0,수조부,보,826339
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826341
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826343
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826345
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826347
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826349
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826351
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826353
G1,Body,보,4.1,0,0,0.4,0,0,0.5,0,수조부,보,826355
G1,Body,보,3.9499999999999997,0,0,0.4,0,0,0.5,0,수조부,보,826357
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826359
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826361
G1,Body,보,3.949999999999999,0,0,0.4,0,0,0.5,0,수조부,보,826363
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826365
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826367
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826369
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826371
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826373
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826375
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826377
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826379
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826381
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826383
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826385
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826387
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826389
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826391
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826393
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826395
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826397
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826399
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826401
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826403
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826405
G1,Body,보,3.8499999999999996,0,0,0.4,0,0,0.5,0,수조부,보,826407
B1,Body,슬래브,27.699999999999996,2.6999999999999997,0,25.3,22.700000000000003,0,0.30000000000000004,0,수조부,기초콘크리트,825757
B1,Body,슬래브,27.699999999999996,2.6999999999999997,0,25.3,22.700000000000003,0,0.30000000000000004,0,수조부,기초콘크리트,825767
B2,Body,슬래브,2.6999999999999997,0,0,5.6000000000000005,0,0,0.30000000000000004,0,배관실,기초콘크리트,825817
B4,Body,슬래브,5.3999999999999995,0,0,30.400000000000002,0,0,0.30000000000000004,0,배관실,기초콘크리트,825833
L1,Body,슬래브,27.599999999999998,2.7,0.30000000000000004,25.4,22.599999999999998,10.200000000000001,0.1,0,수조부,버림콘크리트,825792
L1,Body,슬래브,27.599999999999998,2.7,0.30000000000000004,25.4,22.599999999999998,10.200000000000001,0.1,0,수조부,버림콘크리트,825805
L2,Body,슬래브,2.6999999999999997,0,0,5.6000000000000005,0,0,0.1,0,배관실,버림콘크리트,825824
L3,Body,슬래브,12.399999999999999,2.7,5.6000000000000005,2.0999999999999996,0.1,0,1.9999999999999996,0,배관실,단차_버림콘크리트,825903
L4,Body,슬래브,5.499999999999999,0,0,30.599999999999994,0,0,0.1,0,배관실,버림콘크리트,825840
MS1,Body,슬래브,4.999999999999999,0,0,29.999999999999996,0,0,0.30000000000000004,3.9999999999999996,배관실,중간슬래브,825849
S1,Body,슬래브,30.399999999999995,0,0,25.299999999999994,0,0,0.30000000000000004,0,수조부,상부슬래브,825863
S1,Body,슬래브,30.399999999999995,0,0,25.299999999999994,0,0,0.30000000000000004,0,수조부,상부슬래브,825871
S2,Body,슬래브,5.199999999999999,0,0,30.399999999999995,0,0,0.30000000000000004,2.6500000000000004,배관실,상부슬래브,825856
TC1,Body,슬래브,4.799999999999999,0,0,29.800000000000004,0,0,0.1,0,배관실,바닥슬래브_덧침콘크리트,825881
TC2,Body,슬래브,4.799999999999999,0,0,27.099999999999998,0,0,0.1,0,배관실,중간슬래브_덧침콘크리트,825889
TC3,Body,슬래브,4.799999999999999,0,0,2.2999999999999967,0,0,0.1,0,배관실,전기실_덧침콘크리트,825897
H1,Body,헌치,3.8,0,0,0.5,0,0,0.5,0,수조부,헌치,826104
H1,Body,헌치,4.000000000000001,0,0,0.5,0,0,0.5,0,수조부,헌치,826106
H1,Body,헌치,4,0,0,0.5,0,0,0.5,0,수조부,헌치,826108
H1,Body,헌치,4,0,0,0.5,0,0,0.5,0,수조부,헌치,826110
H1,Body,헌치,4.000000000000003,0,0,0.5,0,0,0.5,0,수조부,헌치,826112
H1,Body,헌치,4,0,0,0.5,0,0,0.5,0,수조부,헌치,826114
H1,Body,헌치,3.7999999999999936,0,0,0.5,0,0,0.5,0,수조부,헌치,826116
H1,Body,헌치,3.8,0,0,0.5,0,0,0.5,0,수조부,헌치,826118
H1,Body,헌치,3.85,0,0,0.5,0,0,0.5,0,수조부,헌치,826120
H1,Body,헌치,3.8499999999999996,0,0,0.5,0,0,0.5,0,수조부,헌치,826122
H1,Body,헌치,3.8499999999999996,0,0,0.5,0,0,0.5,0,수조부,헌치,826124
H1,Body,헌치,3.850000000000002,0,0,0.5,0,0,0.5,0,수조부,헌치,826126
H1,Body,헌치,3.8000000000000025,0,0,0.5,0,0,0.5,0,수조부,헌치,826128
H1,Body,헌치,3.8000000000000025,0,0,0.5,0,0,0.5,0,수조부,헌치,826130
H1,Body,헌치,4,0,0,0.5,0,0,0.5,0,수조부,헌치,826132
H1,Body,헌치,3.9999999999999982,0,0,0.5,0,0,0.5,0,수조부,헌치,826134
H1,Body,헌치,4,0,0,0.5,0,0,0.5,0,수조부,헌치,826136
H1,Body,헌치,4,0,0,0.5,0,0,0.5,0,수조부,헌치,826138
H1,Body,헌치,4,0,0,0.5,0,0,0.5,0,수조부,헌치,826140
H1,Body,헌치,3.799999999999996,0,0,0.5,0,0,0.5,0,수조부,헌치,826142
H1,Body,헌치,3.8000000000000025,0,0,0.5,0,0,0.5,0,수조부,헌치,826144
H1,Body,헌치,3.850000000000002,0,0,0.5,0,0,0.5,0,수조부,헌치,826146
H1,Body,헌치,3.8499999999999996,0,0,0.5,0,0,0.5,0,수조부,헌치,826148
H1,Body,헌치,3.8499999999999996,0,0,0.5,0,0,0.5,0,수조부,헌치,826150
H1,Body,헌치,3.8499999999999996,0,0,0.5,0,0,0.5,0,수조부,헌치,826152
H1,Body,헌치,3.8000000000000003,0,0,0.5,0,0,0.5,0,수조부,헌치,826154
H1,Body,헌치,3.8,0,0,0.5,0,0,0.5,0,수조부,헌치,826417
H1,Body,헌치,4.000000000000001,0,0,0.5,0,0,0.5,0,수조부,헌치,826419
H1,Body,헌치,4,0,0,0.5,0,0,0.5,0,수조부,헌치,826421
H1,Body,헌치,4,0,0,0.5,0,0,0.5,0,수조부,헌치,826423
H1,Body,헌치,4.000000000000003,0,0,0.5,0,0,0.5,0,수조부,헌치,826425
H1,Body,헌치,4,0,0,0.5,0,0,0.5,0,수조부,헌치,826427
H1,Body,헌치,3.7999999999999936,0,0,0.5,0,0,0.5,0,수조부,헌치,826429
H1,Body,헌치,3.8,0,0,0.5,0,0,0.5,0,수조부,헌치,826431
H1,Body,헌치,3.85,0,0,0.5,0,0,0.5,0,수조부,헌치,826433
H1,Body,헌치,3.8499999999999996,0,0,0.5,0,0,0.5,0,수조부,헌치,826435
H1,Body,헌치,3.8499999999999996,0,0,0.5,0,0,0.5,0,수조부,헌치,826437
H1,Body,헌치,3.850000000000002,0,0,0.5,0,0,0.5,0,수조부,헌치,826439
H1,Body,헌치,3.8000000000000025,0,0,0.5,0,0,0.5,0,수조부,헌치,826441
H1,Body,헌치,3.8000000000000025,0,0,0.5,0,0,0.5,0,수조부,헌치,826443
H1,Body,헌치,4,0,0,0.5,0,0,0.5,0,수조부,헌치,826445
H1,Body,헌치,3.9999999999999982,0,0,0.5,0,0,0.5,0,수조부,헌치,826447
H1,Body,헌치,4,0,0,0.5,0,0,0.5,0,수조부,헌치,826449
H1,Body,헌치,4,0,0,0.5,0,0,0.5,0,수조부,헌치,826451
H1,Body,헌치,4,0,0,0.5,0,0,0.5,0,수조부,헌치,826453
H1,Body,헌치,3.799999999999996,0,0,0.5,0,0,0.5,0,수조부,헌치,826455
H1,Body,헌치,3.8000000000000025,0,0,0.5,0,0,0.5,0,수조부,헌치,826457
H1,Body,헌치,3.850000000000002,0,0,0.5,0,0,0.5,0,수조부,헌치,826459
H1,Body,헌치,3.8499999999999996,0,0,0.5,0,0,0.5,0,수조부,헌치,826461
H1,Body,헌치,3.8499999999999996,0,0,0.5,0,0,0.5,0,수조부,헌치,826463
